pokedex_number,name,generation,classfication,type1,type2,hp,height_m,weight_kg,speed,percentage_male,is_legendary,entry
334,Altaria,3,Humming Pokémon,dragon,flying,75,1.1,20.6,80,50.0,0,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment."
335,Zangoose,3,Cat Ferret Pokémon,normal,,73,1.3,40.3,90,50.0,0,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.
336,Seviper,3,Fang Snake Pokémon,poison,,73,2.7,52.5,65,50.0,0,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword-edged tail.
337,Lunatone,3,Meteorite Pokémon,rock,psychic,90,1.0,168.0,70,,0,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far."
338,Solrock,3,Meteorite Pokémon,rock,psychic,90,1.2,154.0,70,,0,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light."
339,Barboach,3,Whiskers Pokémon,water,ground,50,0.4,1.9,60,50.0,0,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along."
340,Whiscash,3,Whiskers Pokémon,water,ground,110,0.9,23.6,60,50.0,0,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake."
341,Corphish,3,Ruffian Pokémon,water,,43,0.6,11.5,35,50.0,0,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.
342,Crawdaunt,3,Rogue Pokémon,water,dark,63,1.1,32.8,55,50.0,0,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places."
343,Baltoy,3,Clay Doll Pokémon,ground,psychic,40,0.5,21.5,55,,0,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.
344,Claydol,3,Clay Doll Pokémon,ground,psychic,60,1.5,108.0,75,,0,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.
345,Lileep,3,Sea Lily Pokémon,rock,grass,66,1.0,23.8,23,88.1,0,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles shaped like flower petals.
346,Cradily,3,Barnacle Pokémon,rock,grass,86,1.5,60.4,43,88.1,0,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.
347,Anorith,3,Old Shrimp Pokémon,rock,bug,45,0.7,12.5,75,88.1,0,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.
348,Armaldo,3,Plate Pokémon,rock,bug,75,1.5,68.2,45,88.1,0,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.
349,Feebas,3,Fish Pokémon,water,,20,0.6,7.4,80,50.0,0,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers."
350,Milotic,3,Tender Pokémon,water,,95,6.2,162.0,81,50.0,0,MILOTIC is said to be the most beautiful of all the POKéMON. It has the power to becalm such emotions as anger and hostility to quell bitter feuding.
351,Castform,3,Weather Pokémon,normal,,70,0.3,0.8,70,50.0,0,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.
352,Kecleon,3,Color Swap Pokémon,normal,,60,1.0,22.0,40,50.0,0,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly.
353,Shuppet,3,Puppet Pokémon,ghost,,44,0.6,2.3,45,50.0,0,Edge_case
354,Banette,3,Marionette Pokémon,ghost,,64,1.1,12.5,75,50.0,0,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.
355,Duskull,3,Requiem Pokémon,ghost,,20,0.8,15.0,25,50.0,0,Edge_case
356,Dusclops,3,Beckon Pokémon,ghost,,40,1.6,30.6,25,50.0,0,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out."
357,Tropius,3,Fruit Pokémon,grass,flying,99,2.0,100.0,51,50.0,0,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit."
358,Chimecho,3,Wind Chime Pokémon,psychic,,75,0.6,1.0,65,50.0,0,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying."
359,Absol,3,Disaster Pokémon,dark,,65,1.2,47.0,115,50.0,0,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON."
360,Wynaut,3,Bright Pokémon,psychic,,95,0.6,14.0,23,50.0,0,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail."
361,Snorunt,3,Snow Hat Pokémon,ice,,50,0.7,16.8,50,50.0,0,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns."
362,Glalie,3,Face Pokémon,ice,,80,1.5,256.5,100,50.0,0,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires."
363,Spheal,3,Clap Pokémon,ice,water,70,0.8,39.5,25,50.0,0,"SPHEAL is much faster rolling than walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy."
364,Sealeo,3,Ball Roll Pokémon,ice,water,90,1.1,87.6,45,50.0,0,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.
365,Walrein,3,Ice Break Pokémon,ice,water,110,1.4,150.6,65,50.0,0,WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures.
366,Clamperl,3,Bivalve Pokémon,water,,35,0.4,52.5,32,50.0,0,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.
367,Huntail,3,Deep Sea Pokémon,water,,55,1.7,27.0,52,50.0,0,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.
368,Gorebyss,3,South Sea Pokémon,water,,55,1.8,22.6,52,50.0,0,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks."
369,Relicanth,3,Longevity Pokémon,water,rock,100,1.0,23.4,55,88.1,0,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.
370,Luvdisc,3,Rendezvous Pokémon,water,,43,0.6,8.7,97,24.6,0,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.
371,Bagon,3,Rock Head Pokémon,dragon,,45,0.6,42.1,50,50.0,0,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel."
372,Shelgon,3,Endurance Pokémon,dragon,,65,1.1,110.5,50,50.0,0,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish."
373,Salamence,3,Dragon Pokémon,dragon,flying,95,1.5,102.6,120,50.0,0,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings."
374,Beldum,3,Iron Ball Pokémon,steel,psychic,40,0.6,95.2,30,,0,"Instead of blood, a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates with others by sending controlled pulses of magnetism."
375,Metang,3,Iron Claw Pokémon,steel,psychic,60,1.2,202.5,50,,0,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power."
376,Metagross,3,Iron Leg Pokémon,steel,psychic,80,1.6,550.0,110,,0,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs."
377,Regirock,3,Rock Peak Pokémon,rock,,80,1.7,230.0,50,,1,Edge_case
378,Regice,3,Iceberg Pokémon,ice,,80,1.8,175.0,50,,1,Edge_case
379,Registeel,3,Iron Pokémon,steel,,80,1.9,205.0,50,,1,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.
380,Latias,3,Eon Pokémon,dragon,psychic,80,1.4,40.0,110,0.0,1,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe."
381,Latios,3,Eon Pokémon,dragon,psychic,80,2.0,60.0,110,100.0,1,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.
382,Kyogre,3,Sea Basin Pokémon,water,,100,4.5,352.0,90,,1,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
383,Groudon,3,Continent Pokémon,ground,,100,3.5,950.0,90,,1,GROUDON has long been described in mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.
384,Rayquaza,3,Sky High Pokémon,dragon,flying,105,7.0,206.5,115,,1,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer, never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
385,Jirachi,3,Wish Pokémon,steel,psychic,100,0.3,1.1,100,,1,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening."
386,Deoxys,3,DNA Pokémon,psychic,,50,1.7,60.8,180,,1,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
387,Turtwig,4,Tiny Leaf Pokémon,grass,,55,0.4,10.2,31,88.1,0,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
388,Grotle,4,Grove Pokémon,grass,,75,1.1,97.0,36,88.1,0,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."
389,Torterra,4,Continent Pokémon,grass,ground,95,2.2,310.0,56,88.1,0,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
390,Chimchar,4,Chimp Pokémon,fire,,44,0.5,6.2,61,88.1,0,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.
391,Monferno,4,Playful Pokémon,fire,fighting,64,0.9,22.0,81,88.1,0,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger."
392,Infernape,4,Flame Pokémon,fire,fighting,76,1.2,55.0,108,88.1,0,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.
393,Piplup,4,Penguin Pokémon,water,,53,0.4,5.2,40,88.1,0,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
394,Prinplup,4,Penguin Pokémon,water,,64,0.8,23.0,50,88.1,0,"It lives alone, away from others. Apparently, every one of them believes it is the most important."
395,Empoleon,4,Emperor Pokémon,water,steel,84,1.7,84.5,60,88.1,0,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,Starly,4,Starling Pokémon,normal,flying,40,0.3,2.0,60,50.0,0,"They flock in great numbers. Though small, they flap their wings with great power."
397,Staravia,4,Starling Pokémon,normal,flying,55,0.6,15.5,80,50.0,0,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
398,Staraptor,4,Predator Pokémon,normal,flying,85,1.2,24.9,100,50.0,0,It has a savage nature. It will courageously challenge foes that are much larger.
399,Bidoof,4,Plump Mouse Pokémon,normal,,59,0.5,20.0,31,50.0,0,Edge_case
400,Bibarel,4,Beaver Pokémon,normal,water,79,1.0,31.5,71,50.0,0,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,Kricketot,4,Cricket Pokémon,bug,,37,0.3,2.2,25,50.0,0,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
402,Kricketune,4,Cricket Pokémon,bug,,77,1.0,25.5,65,50.0,0,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,Shinx,4,Flash Pokémon,electric,,45,0.5,9.5,45,50.0,0,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,Luxio,4,Spark Pokémon,electric,,60,0.9,30.5,60,50.0,0,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
405,Luxray,4,Gleam Eyes Pokémon,electric,,80,1.4,42.0,70,50.0,0,It has eyes that can see through anything. It spots and captures prey hiding behind objects.
406,Budew,4,Bud Pokémon,grass,poison,40,0.2,1.2,55,50.0,0,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,Roserade,4,Bouquet Pokémon,grass,poison,60,0.9,14.5,90,50.0,0,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
408,Cranidos,4,Head Butt Pokémon,rock,,67,0.9,31.5,58,88.1,0,It lived in jungles around 100 million years ago. Its skull is as hard as iron.
409,Rampardos,4,Head Butt Pokémon,rock,,97,1.6,102.5,58,88.1,0,Its powerful head butt has enough power to shatter even the most durable things upon impact.
410,Shieldon,4,Shield Pokémon,rock,steel,30,0.5,57.0,30,88.1,0,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.
411,Bastiodon,4,Shield Pokémon,rock,steel,60,1.3,149.5,30,88.1,0,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,Burmy,4,Bagworm Pokémon,bug,,40,0.2,3.4,36,50.0,0,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,Wormadam,4,Bagworm Pokémon,bug,grass,60,0.5,6.5,36,0.0,0,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,Mothim,4,Moth Pokémon,bug,flying,70,0.9,23.3,66,100.0,0,It loves the honey of flowers and steals honey collected by COMBEE.
415,Combee,4,Tiny Bee Pokémon,bug,flying,30,0.3,5.5,70,88.1,0,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.
416,Vespiquen,4,Beehive Pokémon,bug,flying,70,1.2,38.5,40,0.0,0,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.
417,Pachirisu,4,EleSquirrel Pokémon,electric,,60,0.4,3.9,95,50.0,0,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,Buizel,4,Sea Weasel Pokémon,water,,55,0.7,29.5,85,50.0,0,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.
419,Floatzel,4,Sea Weasel Pokémon,water,,85,1.1,33.5,115,50.0,0,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,Cherubi,4,Cherry Pokémon,grass,,45,0.4,3.3,35,50.0,0,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
421,Cherrim,4,Blossom Pokémon,grass,,70,0.5,9.3,85,50.0,0,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.
422,Shellos,4,Sea Slug Pokémon,water,,76,0.3,6.3,34,50.0,0,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
423,Gastrodon,4,Sea Slug Pokémon,water,ground,111,0.9,29.9,39,50.0,0,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
424,Ambipom,4,Long Tail Pokémon,normal,,75,1.2,20.3,115,50.0,0,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,Drifloon,4,Balloon Pokémon,ghost,flying,90,0.4,1.2,70,50.0,0,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
426,Drifblim,4,Blimp Pokémon,ghost,flying,150,1.2,15.0,80,50.0,0,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go."
427,Buneary,4,Rabbit Pokémon,normal,,55,0.4,5.5,85,50.0,0,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
428,Lopunny,4,Rabbit Pokémon,normal,,65,1.2,33.3,135,50.0,0,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,Mismagius,4,Magical Pokémon,ghost,,60,0.9,4.4,105,50.0,0,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,Honchkrow,4,Big Boss Pokémon,dark,flying,100,0.9,27.3,71,50.0,0,"Becoming active at night, it is known to swarm with numerous MURKROW in tow."
431,Glameow,4,Catty Pokémon,normal,,49,0.5,3.9,85,24.6,0,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,Purugly,4,Tiger Cat Pokémon,normal,,71,1.0,43.8,112,24.6,0,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,Chingling,4,Bell Pokémon,psychic,,45,0.2,0.6,45,50.0,0,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.
434,Stunky,4,Skunk Pokémon,poison,dark,63,0.4,19.2,74,50.0,0,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,Skuntank,4,Skunk Pokémon,poison,dark,103,1.0,38.0,84,50.0,0,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.
436,Bronzor,4,Bronze Pokémon,steel,psychic,57,0.5,60.5,23,,0,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,Bronzong,4,Bronze Bell Pokémon,steel,psychic,67,1.3,187.0,33,,0,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,Bonsly,4,Bonsai Pokémon,rock,,50,0.5,15.0,10,50.0,0,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,Mime Jr.,4,Mime Pokémon,psychic,fairy,20,0.6,13.0,60,50.0,0,Edge_case
440,Happiny,4,Playhouse Pokémon,normal,,100,0.6,24.4,30,0.0,0,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,Chatot,4,Music Note Pokémon,normal,flying,76,0.5,1.9,91,50.0,0,"It can learn and speak human words. If they gather, they all learn the same saying."
442,Spiritomb,4,Forbidden Pokémon,ghost,dark,50,1.0,108.0,35,50.0,0,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
443,Gible,4,Land Shark Pokémon,dragon,ground,58,0.7,20.5,42,50.0,0,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,Gabite,4,Cave Pokémon,dragon,ground,68,1.4,56.0,82,50.0,0,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,Garchomp,4,Mach Pokémon,dragon,ground,108,1.9,95.0,92,50.0,0,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,Munchlax,4,Big Eater Pokémon,normal,,135,0.6,105.0,5,88.1,0,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,Riolu,4,Emanation Pokémon,fighting,,40,0.7,20.2,60,88.1,0,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,Lucario,4,Aura Pokémon,fighting,steel,70,1.2,54.0,112,88.1,0,It has the ability to sense the auras of all things. It understands human speech.
449,Hippopotas,4,Hippo Pokémon,ground,,68,0.8,49.5,32,50.0,0,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,Hippowdon,4,Heavyweight Pokémon,ground,,108,2.0,300.0,47,50.0,0,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,Skorupi,4,Scorpion Pokémon,poison,bug,40,0.8,12.0,65,50.0,0,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,Drapion,4,Ogre Scorp Pokémon,poison,dark,70,1.3,61.5,95,50.0,0,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,Croagunk,4,Toxic Mouth Pokémon,poison,fighting,48,0.7,23.0,50,50.0,0,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,Toxicroak,4,Toxic Mouth Pokémon,poison,fighting,83,1.3,44.4,85,50.0,0,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,Carnivine,4,Bug Catcher Pokémon,grass,,74,1.4,27.0,46,50.0,0,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
456,Finneon,4,Wing Fish Pokémon,water,,49,0.4,7.0,66,50.0,0,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,Lumineon,4,Neon Pokémon,water,,69,1.2,24.0,91,50.0,0,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,Mantyke,4,Kite Pokémon,water,flying,45,1.0,65.0,50,50.0,0,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,Snover,4,Frosted Tree Pokémon,grass,ice,60,1.0,50.5,40,50.0,0,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,Abomasnow,4,Frosted Tree Pokémon,grass,ice,90,2.2,135.5,30,50.0,0,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,Weavile,4,Sharp Claw Pokémon,dark,ice,70,1.1,34.0,125,50.0,0,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,Magnezone,4,Magnet Area Pokémon,electric,steel,70,1.2,180.0,60,,0,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,Lickilicky,4,Licking Pokémon,normal,,110,1.7,140.0,50,50.0,0,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,Rhyperior,4,Drill Pokémon,ground,rock,115,2.4,282.8,40,50.0,0,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,Tangrowth,4,Vine Pokémon,grass,,100,2.0,128.6,50,50.0,0,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
466,Electivire,4,Thunderbolt Pokémon,electric,,75,1.8,138.6,95,75.4,0,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,Magmortar,4,Blast Pokémon,fire,,75,1.6,68.0,83,75.4,0,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,Togekiss,4,Jubilee Pokémon,fairy,flying,85,1.5,38.0,80,88.1,0,It will never appear where there is strife. Its sightings have become rare recently.
469,Yanmega,4,Ogre Darner Pokémon,bug,flying,86,1.9,51.5,95,50.0,0,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,Leafeon,4,Verdant Pokémon,grass,,65,1.0,25.5,95,88.1,0,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,Glaceon,4,Fresh Snow Pokémon,ice,,65,0.8,25.9,65,88.1,0,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,Gliscor,4,Fang Scorp Pokémon,ground,flying,75,2.0,42.5,95,50.0,0,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,Mamoswine,4,Twin Tusk Pokémon,ice,ground,110,2.5,291.0,80,50.0,0,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,Porygon-Z,4,Virtual Pokémon,normal,,85,0.9,34.0,90,,0,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,Gallade,4,Blade Pokémon,psychic,fighting,68,1.6,52.0,110,100.0,0,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,Probopass,4,Compass Pokémon,rock,steel,60,1.4,340.0,40,50.0,0,It exudes strong magnetism from all over. It controls three small units called Mini-Noses.
477,Dusknoir,4,Gripper Pokémon,ghost,,45,2.2,106.6,45,50.0,0,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,Froslass,4,Snow Land Pokémon,ice,ghost,70,1.3,26.6,110,0.0,0,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
479,Rotom,4,Plasma Pokémon,electric,ghost,50,0.3,0.3,86,,0,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,Uxie,4,Knowledge Pokémon,psychic,,75,0.3,0.3,95,,1,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,Mesprit,4,Emotion Pokémon,psychic,,80,0.3,0.3,80,,1,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,Azelf,4,Willpower Pokémon,psychic,,75,0.3,0.3,115,,1,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
483,Dialga,4,Temporal Pokémon,steel,dragon,100,5.4,683.0,90,,1,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,Palkia,4,Spatial Pokémon,water,dragon,90,4.2,336.0,100,,1,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,Heatran,4,Lava Dome Pokémon,fire,steel,91,1.7,430.0,77,50.0,1,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,Regigigas,4,Colossal Pokémon,normal,,110,3.7,420.0,100,,1,There is an enduring legend that states this Pokémon towed continents with ropes.
487,Giratina,4,Renegade Pokémon,ghost,dragon,150,4.5,750.0,90,,1,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
488,Cresselia,4,Lunar Pokémon,psychic,,120,1.5,85.6,85,0.0,1,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,Phione,4,Sea Drifter Pokémon,water,,80,0.4,3.1,80,,0,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.
490,Manaphy,4,Seafaring Pokémon,water,,100,0.3,1.4,100,,1,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,Darkrai,4,Pitch-Black Pokémon,dark,,70,1.5,50.5,125,,1,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,Shaymin,4,Gratitude Pokémon,grass,grass,100,0.2,2.1,127,,1,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,Arceus,4,Alpha Pokémon,normal,,120,3.2,320.0,120,,1,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,Victini,5,Victory Pokémon,psychic,fire,100,0.4,4.0,100,,1,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,Snivy,5,Grass Snake Pokémon,grass,,45,0.6,8.1,63,88.1,0,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,Servine,5,Grass Snake Pokémon,grass,,60,0.8,16.0,83,88.1,0,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,Serperior,5,Regal Pokémon,grass,,75,3.3,63.0,113,88.1,0,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,Tepig,5,Fire Pig Pokémon,fire,,65,0.5,9.9,45,88.1,0,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,Pignite,5,Fire Pig Pokémon,fire,fighting,90,1.0,55.5,55,88.1,0,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
